restaurant_id,restaurant_type,restaurant_name,restaurant_address,coordinates_lat,coordinates_long,restaurant_rating,restaurant_reviews,restaurant_zip
YjDOSFuRWNp2d1znivWyIA,Japanese,Sunrise Mart,'494 Broome St',40.7232311,-74.0025149,4.0,266,10012
4eAgPj7eKonKAtk64kgUfQ,Japanese,Matsuri,'39-56 61st St',40.7458357,-73.9035436,4.5,107,11377
FKLNX5j_byvdkliG0-ygCA,Japanese,Niche,'172 Delancey St',40.71786,-73.98518,4.0,71,10002
rln4dIU0ApGvEEI-Ne2bbA,Japanese,Chikarashi,'1158 Broadway',40.74458,-73.98871,4.0,90,10001
TXEl8kyZ4de8CoW7nT_i3A,Japanese,Roy's Fish Market,'1138 1st Ave',40.7617347309091,-73.9604171678531,4.5,134,10065
abNHO9-xlCsv31gghCUuxw,Japanese,Zutto Japanese American Pub,'77 Hudson St',40.71847,-74.00903,4.0,864,10013
IPhWpqIuAiEerKlLS82RpQ,Japanese,noda,'6 West 28th St',40.74478,-73.9881,4.5,34,10001
_FICyzFLQxR7N62I6qU94A,Japanese,KanaHashi,'981 Manhattan Ave',40.732615,-73.954978,4.5,80,11222
dskDbpvA0hI_7RjtoL6IKA,Japanese,SUGARFISH by sushi nozawa,'202 Spring St',40.72511,-74.00358,4.0,84,10012
1-7C5Kv8B8PiIbfL3_uHlw,Japanese,Restaurant Riki,'141 E 45th St',40.7532844543457,-73.9738540649414,3.5,355,10017
lwPVHZJBjQbhR7gQ2rhpNw,Japanese,Go! Go! Curry!,'235 E 53rd St',40.75732,-73.96791,4.0,88,10022
zJcxZQbTSAP3q4Fy-6WAyw,Japanese,Shalom Japan,'310 S 4th St',40.7091679,-73.9558028,4.0,262,11211
MM5P9cKlzovYLcf5qf2SwQ,Japanese,1 or 8,'66 S 2nd St',40.714257,-73.965457,4.0,392,11249
FdCQmAHzhbHuaP5lcsYs6w,Japanese,Gohan-ya,'14A Orchard St',40.7150115072727,-73.9917685836554,4.0,44,10002
diCW3Pj1PTVRSyol_d7cZw,Japanese,Chef's Table at Brooklyn Fare,'431 W 37th St',40.7561930774282,-73.9966090932068,4.5,497,10018
Qi1AoRNcFEX8etII_RZkFg,Japanese,Ajisai Japanese Fusion,'795 Lexington Ave',40.763763,-73.966743,3.5,151,10065
0IlPgT9j_85PuLDs8ZqiUw,Japanese,BentOn Cafe,'156 E 45th St',40.7527802459225,-73.9735173882912,3.5,151,10017
B_kcyXzmkJlFI9pSl7PHvw,Japanese,Restaurant Ukiyo,'239 E 5th St',40.72699,-73.98922,4.5,61,10003
bokNBgAa9rmMMO8dkZVR1w,Japanese,Rice & Miso,'134 Nevins St',40.6845436245203,-73.9837776124477,4.5,59,11217
4qtJ_u-7-73ts5UPa6NBmA,Japanese,Ni Japanese Delicacies,'88 Essex St',40.7185896,-73.9881543,4.5,45,10002
zuD-iB7hV_dnf_JzBk_DCQ,Japanese,Juku,'32 Mulberry St',40.71461,-73.999528,4.0,113,10013
HC18oDJ2svQoXIddP-wuyw,Japanese,Wasan Brooklyn,'440 Bergen St',40.6812605,-73.9768418,4.0,186,11217
EBIjeMlkgU12CyCcUDj-kg,Japanese,Shuko,'47 E 12th St',40.7334269431242,-73.9914635674129,4.0,273,10003
9ZNxYreHqLSsI48s2IohUw,Japanese,Sushi By Boū Suite 1001,'32 E 32nd St',40.746052,-73.98345,4.5,50,10016
0j4yPmK9rOS52-mgKoq0Eg,Japanese,Maison Yaki,'626 Vanderbilt Ave',40.67749,-73.96913,4.0,50,11238
TBPoZ9bESX0YnIZ0uKjX_w,Japanese,Ennju,'20 E 17th St',40.73737,-73.99116,3.5,235,10003
-pab00ajP_NS1KGfILveYA,Japanese,Marumi,'546 Laguardia Pl',40.7289699,-73.99837,4.0,404,10012
alFl7eiu6Go-YxZAdp88Fw,Japanese,Go! Go! Curry!,'12 John St',40.7098966,-74.0090997,4.0,357,10038
ZfuZ2byArGq-5j8zX8Afeg,Japanese,Zest Sushi,'249 Broome St',40.7178344726563,-73.9899597167969,4.0,793,10002
HEAce8qlh0OOOLNpAcX10A,Japanese,MOMO CURRY,'353 W 14th St',40.7408261,-74.0047136,4.5,7,10014
0Lnp_fi3gI2bfJ8RcMDfjg,Japanese,Gen,'659 Washington Ave',40.677639,-73.963485,4.0,268,11238
k_rLFIMOAbvchgWKEuKdtw,Japanese,Kikoo Sushi,'998 Columbus Ave',40.8016099,-73.96164,4.5,74,10025
Q3yoQwOWy5Kf2n72Gl2LWA,Japanese,Kitchen 16 & Yami,'31570 Highway 16',30.525686,-90.955659,4.0,4,70726
HVwZqjXB39xb2wJeQBX8Gw,Japanese,Yuba,'105 E 9th St',40.7305450439453,-73.9900436401367,4.0,362,10003
VVlHJ6_sJbRAodV5lCzBnA,Japanese,Kanoyama,'175 2nd Ave',40.730545186039,-73.986544028849,4.0,638,10003
TShvHWNHbCSxac7pehA6YQ,Japanese,SushiNao,'311 W 17th St',40.74196,-74.00159,4.0,41,10011
C61WK5Oy9B3JQsPahhM7vQ,Japanese,Bow Ramen,'212 E 45th St',40.7523,-73.97238,4.5,54,10017
Q23LvHPuC9ajSbMEt8xoUw,Japanese,Lucky Cat,'232 E 53rd St',40.7570162692229,-73.9681779883895,3.5,306,10022
1rjxNwYpg0orCcZi0ku9Nw,Japanese,Hasaki,'210 E 9th St',40.729682,-73.988868,3.5,365,10003
bB8dHfAEJrF5tNcHr0yJjA,Japanese,Gyu-Kaku Japanese BBQ,'34 Cooper Sq',40.72822,-73.99142,4.0,1667,10003
97AU6OCsvq-Hec7VDa6dEw,Japanese,Cafe Kyoto,'Plaza Hotel',14.0533895492554,121.155578613281,5.0,1,
kIzVGUWS2b5H_b-G0Q0-0g,Japanese,Katana Kitten,'531 Hudson St',40.73425,-74.00639,4.5,53,10014
9AUVb5HNQl2117Nkl7sP-Q,Japanese,Takahachi Tribeca Restaurant,'145 Duane St',40.71659,-74.007919,4.0,225,10013
dL6_XUUr_INX10IOMtSM0w,Japanese,Oishi Bay,'230 E 29th St',40.7418734,-73.978779,4.0,169,10016
hQk1KtjFpixNv4UWyi0VAQ,Japanese,Tetsu,'78 Leonard St',40.71733,-74.0052,3.5,101,10013
i76WF5zltXBgNmV-6eEPQw,Japanese,Pepper Lunch Broadway,'243 W 54th St',40.76449,-73.9833,4.0,69,10019
JPEIN-ZFo0-6X06nz6cfYA,Japanese,Sushi Daizen,'47-38 Vernon Blvd',40.74445,-73.9538199,4.5,105,11101
5agbggvhHI_juAZRfCqtZw,Japanese,Iki Modern Japanese Cuisine,'133-42 39th Ave',40.7593752743543,-73.8328623173734,4.0,240,11354
03-WCL7HaShHkS5kAk6lVg,Japanese,Otafuku,'220 E 9th St',40.729486,-73.98841,3.5,505,10003
22CRLIEfJWIO-8RjEiecAg,Japanese,Akino,'82-80 Broadway',40.7411784,-73.8814239,4.5,510,11373
wcs0Qm2PshPz0ifTsJK3YA,Japanese,dainobu,'129 E 47th St',40.7546157836914,-73.9731292724609,3.5,207,10017
vfTCDSUqWMqDQwjk4Fh7gg,Japanese,Ramen Goku,'435 Park Ave S',40.74425,-73.98318,4.0,24,10016
cLxp5gIPWIhmvpmdPo7BsA,Japanese,969 NYC Coffee,'37-61 80th St',40.74779,-73.88553,4.5,238,11372
GknCLz8E_mC211psEX8lYg,Japanese,Sushi Zo,'88 W 3rd St',40.7297821044922,-73.9992218017578,4.5,90,10012
5w8CYpHKq8oQth42wSpt-g,Japanese,Ariyoshi,'4113 Queens Blvd',40.7438180001399,-73.9229787214569,3.5,278,11104
ZaJS8EKQNSaQpwpmgN-vVw,Japanese,Samurai Mama,'205 Grand St',40.7140208838114,-73.960325717926,4.0,573,11211
SPyN19tjQyRTD-ltN0qNJw,Japanese,Koku Ramen,'2W 32nd St',40.7724500021756,-73.9140900061979,4.0,291,10001
TiBeYTtuJfTv616H1ZGpjQ,Japanese,Sushi Para 88,'212 W 14th St',40.738666,-74.000785,3.5,385,10011
GBWMJJ4_rDWqiXJ7AvHAOg,Japanese,15 East Restaurant,'15 E 15th St',40.7363799,-73.99213,4.0,625,10003
D3LtTiVtIPOcUT_bjxztRA,Japanese,Teppan Bar & Grill,'319 Warren St',40.718919,-74.038909,4.0,531,07302
7j6CGUCw93gEsYqSetCstw,Japanese,Nomado 33,'165 E 33rd St',40.7454228440467,-73.9791435317613,4.0,369,10016
lxQ-tzFmL1tmUqZUN-CSRQ,Japanese,Bozu,'296 Grand St',40.7129,-73.95749,4.0,808,11211
1_JEFOI19hAu3VoODcTUvw,Japanese,Shinsen,'44 Bowery',40.71558,-73.9967,4.0,174,10013
5eXrMPB5GUM-sapL8T-znQ,Japanese,Sushi Inoue,'381 Lenox Ave',40.8104436,-73.943642,4.0,119,10027
R2WUk-6zIaJCFQXhAvlm9g,Japanese,ROLLN,'38 East 23rd St',40.74044,-73.98736,4.5,74,10010
WLl0nKeWBksVM5SkKKuLpg,Japanese,TabeTomo,'131 Avenue A',40.72688,-73.98311,4.5,245,10009
gZqwq8kE-Z3-DdZGOEjOkQ,Japanese,Village Yokocho,'8 Stuyvesant St',40.7298,-73.9891899,3.5,747,10003
Fb8vIbK7jc_6cTDJ4tOKTA,Japanese,Ichiba Ramen,'125 University Pl',40.73473,-73.9919199,3.5,500,10003
XL6EJm_QKNnxeGiSJXXbUg,Japanese,Churutto Ramen & Poke,'1534 3rd Ave',40.77916,-73.95396,4.0,117,10128
4yOiQMheUbc0spj0_viKiA,Japanese,Han Sushi,'854 10th Ave',40.768482,-73.9887,3.5,102,10019
hvrQQ0YWqgw0__OnofqXag,Japanese,Kuu Ramen,'20 John St',40.7096786,-74.0089569,4.0,573,10038
PpRcR8PPK3bdLCzAevOosw,Japanese,Honshu,'95 Greene St',40.7157115638256,-74.0359251201153,4.0,269,07302
IYlO-XRwjZlUl0yoKY87cA,Japanese,Cagen,'414 E 9th St',40.72779,-73.98417,4.0,186,10009
6AD684cLq5kSKSf3naUhcg,Japanese,Stanford East Sake Bar,'43 W 32nd St',40.74814,-73.98755,4.0,76,10001
rn6SmSqAYx2kLFIAxytMMQ,Japanese,Kajitsu,'125 E 39th St',40.7498614,-73.9777215,4.0,223,10016
0Zjp3JcxwNijCBWEKd7Nyg,Japanese,Azusa of Japan,'3 E 44th St',40.7546,-73.97926,3.0,106,10017
_QxcsvPsYnOgPhiK6gzCfg,Japanese,SHOJI at 69 Leonard St,'69 Leonard St',40.71772,-74.00538,4.0,46,10013
RElijPqDOAPTHT3J4n_FEA,Japanese,Mu Ramen,'12-09 Jackson Ave',40.743797,-73.950631,3.5,1169,11101
EXsorzjQ3y3Oh5-m82lgtg,Japanese,Bushniwa,'250 Varet St',40.70397,-73.93344,5.0,81,11206
HsqaGB90PYkI0En3rrtupQ,Japanese,Kaede Japanese Restaurant,'90 Chambers St',40.714458,-74.007439,3.5,184,10007
u8seGm3CnP6RGEiimftUIQ,Japanese,Tenzan,'285 Columbus Ave',40.7783079154181,-73.9779206995186,3.5,429,10023
O9WmKufAUqDM0j2HpgLVlw,Japanese,Tamashii Ramen,'2905 Broadway',40.7628026,-73.926578,4.0,672,11106
QJTLAOMNvhV1_jPfcQ_qPw,Japanese,Nippon,'155 E 52nd St',40.75743,-73.97042,3.5,160,10022
6xPlSpyxE3PLJVeRvt2BwQ,Japanese,Yaya Tea Garden,'51 Chrystie St',40.7162999,-73.99496,4.0,469,10002
tT6teP3ZfCAfvdPdDoqG4A,Japanese,Ki Sushi,'122 Smith St',40.68764,-73.9901,4.0,684,11201
d8qCvlsG3jwxQPZc_OGogQ,Japanese,Hibino,'333 Henry St',40.69017,-73.99637,4.0,391,11201
vw8e7QV4XDc_xViMLARqwQ,Japanese,RESOBOX,'41-26 27th St',40.7511464,-73.939074,3.5,140,11101
9jRwUN3z7k0seLOzWERVeg,Japanese,Ramen-Ya,'181 W 4th St',40.732536,-74.001681,4.0,938,10014
EKkHfSYTm266-ZBve3SdgA,Japanese,Yoon Haeundae Galbi,'8 W 36th St',40.74997,-73.98442,4.5,326,10018
nhez4xxvwwYIQEN2Vrj9mQ,Japanese,YUJI Ramen,'150 Ainslie St',40.712527,-73.9487788,4.0,120,11211
xYDays-olVw50rdusxW5Rw,Japanese,Wanpaku,'621 Manhattan Ave',40.72355,-73.95092,4.0,66,11222
XKDHsS8PevoEdFLNtt05FA,Japanese,Shuya Cafe de Ramen,'42-13 Broadway',40.758007205736,-73.9167939666258,4.5,245,11103
SqUIFSqY1PWKWY_hfgJ0MQ,Japanese,Maguro,'160 E 28th St',40.7420234680176,-73.9813766479492,3.5,390,10016
JfiQzDkzG3L3TLmRGUHMuA,Japanese,Sasabune Express,'322 E 59th St',40.7599983215332,-73.9629745483398,4.0,67,10022
ruBUmEgfRVu7M6i64XMQ9Q,Japanese,Kouzan Japanese Restaurant,'685 Amsterdam Ave',40.79226,-73.97145,3.5,216,10025
2zaFer47CnuerUmTfAjJ9A,Japanese,Curry-Ya,'1467 Amsterdam Ave',40.81712,-73.95325,4.0,35,10027
zaYK-LuVRUoUVt6EV-xmPg,Japanese,Tokyo Record Bar,'127 Macdougal St',40.7305654051364,-74.0001550748959,3.5,120,10012
ckDKWs7pyXpRYi06sVedrA,Japanese,TJ Asian Bistro,'50-19 Skillman Ave',40.7461895,-73.9136856,4.0,415,11377
fDeC90b2ZqPQClL62jOUmw,Japanese,Omakase Room by Tatsu,'14 Christopher St',40.73382,-74.00042,4.5,113,10014
1en3taVtoDPgtEDWHrFeog,Japanese,Beron Beron,'164 1st Ave',40.7287866,-73.9841504,4.0,102,10009
wCaOHfai8Lf9OqbmAdYHtA,Japanese,PRICELESS | Teruzushi,'6 St Johns Ln',40.72086,-74.00595,5.0,1,10013
orYWYTk6kNK1YODsADk_tg,Japanese,The Jin,'856 10th Ave',40.76857,-73.98874,4.5,152,10019
NmWRyxPPk9Up5jZIWQT7jQ,Japanese,Shochu & Tapas - Aya,'247 E 50th St',40.7552228963833,-73.9691328296387,3.5,75,10022
61JIVs4L3wmP1j4vJar1Tg,Japanese,Saku,'936 Park Ave',40.7482982,-74.0305929,4.0,137,07030
UB5emSFilql0J10Jx4AHXA,Japanese,Watawa Sushi,'33-10 Ditmars Blvd',40.774959,-73.9095,4.0,866,11105
neccHiLwwGeMUVRXSC7q_A,Japanese,Hide-Chan Ramen,'314 W 53rd St',40.7643263,-73.9854547,4.0,164,10019
W0_Rdy8PlbAvS9K9ggkBfA,Japanese,Wasabi Sushi & Bento,'200 Broadway',40.7104944709691,-74.0087553486228,4.0,119,10038
fnj0NiZpdmtUl7PzITgv3A,Japanese,Komegashi Too,'99 Town Square Pl',40.7265105097,-74.0330536074767,3.5,434,07310
snJZrvebNxanqMmWPhqndg,Japanese,Sashimi Express II,'223 E 74th St',40.77068,-73.95849,4.5,70,10021
jsmHlpiJLfaPW3xvldRYjg,Japanese,Izakaya,'10 Columbus Cir',40.7686134849057,-73.9824070036411,3.5,6,10019
dMU62c3NKm7AFy90sA-Xtw,Japanese,Kogane Ramen,'337 W 14th St',40.74066,-74.00426,4.5,99,10014
BlzlywklvYdek5uk_NCX9g,Japanese,Suzume,'545 Lorimer St',40.7131652,-73.9494479,4.0,278,11211
1m1iOc8EplJ4tiCez7hf2Q,Japanese,750 Myrtle Diner,'750 Myrtle Ave',40.69486,-73.95278,4.5,108,11205
q23Br0CDFO6a1qx_7ItFKA,Japanese,Shokudo,'658 9th Ave',40.7607671353346,-73.9905481084213,3.5,112,10036
f0CAuvkgAByWo4ceT3u9uw,Japanese,Kobeyaki,'110 W 40th St',40.753931,-73.985985,3.5,292,10018
KrJ6m_TkxBAPPSNH-G7rvQ,Japanese,U-gu,'541 Myrtle Ave',40.69393,-73.96284,4.5,122,11205
tznio-FInuk87Y15Dgq5iw,Japanese,Udon West,'11 St Marks Pl',40.729424,-73.989004,3.5,839,10003
mZOsij0jxAUF3HM8rRMlFQ,Japanese,Japonica,'90 University Pl',40.733757,-73.9931259,3.5,122,10003
lUb0soiyYDUph_u13SpKTA,Japanese,Hinoki Restaurant & Bar,'71-37 Austin St',40.719715,-73.843301,4.0,80,11375
sLxHi6kOAEV6iqr45jzb_Q,Japanese,B Flat,'277 Church St',40.7185644131449,-74.0048434404755,4.0,355,10013
af_i3fBov6BCMSfp5rrAdg,Japanese,Ramen Lab,'70 Kenmare St',40.720911,-73.996285,4.0,321,10012
D65eObUbArHu6UiQsUasgw,Japanese,HinoMaru Ramen,'33-18 Ditmars Blvd',40.774889916651,-73.9092001318932,4.0,823,11105
Fv6ueSQwc_ITpXEhybHvtA,Japanese,Haru Sushi,'229 West 43rd St',40.7574225387188,-73.9874100349182,3.5,712,10036
AqDXjw-mdtknK5PIWw7Wjg,Japanese,Koro Koro,'538 Jersey Ave',40.7212435019165,-74.0462404903579,4.0,202,07302
Zdd4U8ZUQJdsVBhkrt2GJw,Japanese,Asahi Japanese Restaurant,'1475 Bergen Blvd',40.8522018,-73.985692,4.0,153,07024
dgU5NoylJVJ5rDZY_PezkA,Japanese,Blackbeard Ramen,'607 Gorge Rd',40.8243589123235,-73.9876905320009,4.5,470,07010
SyQSAyd2ij6st3oAurb6XA,Japanese,Curry-Ya,'844 2nd Ave',40.75161,-73.97069,3.5,27,10017
FeSynfcDT4qB2kDixHUQCA,Japanese,Danji,'346 W 52nd St',40.764,-73.98686,4.0,983,10019
yono7ZJcU1KiqfC-xUMaIA,Japanese,Japan Village,'934 3rd Ave',40.65597,-74.00641,3.0,200,11232
kCpKwCW49k3ImuI5cK6LSw,Japanese,Gu Japanese Fusion Sushi & Bar,'155 E 52nd St',40.75743,-73.97042,4.0,122,10022
jsJdz6pvyYZjtut9vkUwBw,Japanese,Yaya Tea Garden,'206 Grand St',40.7192268371582,-73.9962768554688,4.0,237,10013
Jcp-SJpnkhj_MD8-aDIHaQ,Japanese,Ippudo 5th Avenue,'24 W 46th St',40.75639,-73.98046,3.5,295,10036
z_yu_Qo1xTLeYPBqBM5igA,Japanese,Menya Jiro- Fidi,'123 William St',40.70933,-74.00714,4.0,138,10038
3n6i8TwGEIL9KnCCHUyiqA,Japanese,Sai,'95-34 Queens Blvd',40.73012,-73.8636,4.5,25,11374
BEevU4e0fL5gyb-f13KZtg,Japanese,ABIKO CURRY,'108 Broad Ave',40.844301,-74.000292,4.0,131,07650
7xpbioe88rnW7JjzLEQeRg,Japanese,Samurai Papa,'32 Varet St',40.702892072912,-73.943588398397,4.5,256,11206
SUHJfh7H2NiQx8c5OWoAyQ,Japanese,Sushi Yashin,'381 5th Ave',40.6708328473989,-73.9847132950057,4.5,173,11215
k4QfaFoqtpEZ1LZylJZqww,Japanese,JJ's Fusion,'3705 31st Ave',40.762211,-73.918243,4.0,440,11103
6EArjn_iacj-yGVLTKWuEQ,Japanese,Fushimi Williamsburg,'475 Driggs Ave',40.718827,-73.954131,4.0,615,11211
RjblkxUBTtzG-tcgFyCofA,Japanese,Takumi Taco,'601 W 26th St',40.751606,-74.00652,4.0,38,10001
aYKBz_mfKaintHAQiF4_2Q,Japanese,Ikinari Steak 5th Ave,'37 West 46th St',40.75687,-73.98043,3.5,98,10036
loXvaVYhzOO3xTYzntlVBg,Japanese,Yuri Sushi,'374 W 46th St',40.7608,-73.99059,4.0,76,10036
mZb4Td9YK8f1jwsg9xU_gg,Japanese,Matsu,'483 Columbus Ave',40.7845979,-73.9732188,3.5,104,10024
g9IFea9brBr8j8awcdOBOw,Japanese,Chopped Parsley,'500 W 146th St',40.82593,-73.94742,4.5,119,10031
UTLEGU4mLmB26DiX99Ggxw,Japanese,Tamashii Blue,'47-36 Vernon Blvd',40.74452,-73.9538,4.0,242,11101
SoBdWOxymmY5yKANn63UWw,Japanese,Ozu,'78 Clark St',40.6974732130766,-73.9932652562857,4.0,247,11201
oIPpGBpDdi_Z_7hhXGvW8Q,Japanese,Kealoha Sushi & Poke Bowl,'330 E 53rd St',40.7561010455144,-73.9660321176052,4.5,77,10022
J3HOkXHSZOueV8JvmergrA,Japanese,Lost In The sauce,'265 Canal St',40.71897,-74.00102,4.5,13,10013
U7gqQHSRFNYCad3qGLj3yQ,Japanese,Umami Sushi,'50 Greenwich Ave',40.73571,-74.00044,4.5,105,10011
XB_YNEvXM0Qch55jovpSJA,Japanese,Ginza Japanese Restaurant,'800 Lexington Ave',40.76405,-73.96715,3.5,192,10065
0gPXct_l_82phIEoKdtWZw,Japanese,RYUJIN,'513 Grand St',40.711178187852,-73.9506256676857,4.0,228,11211
AFt1Qcec4_JNr6PWpkRYyw,Japanese,Sushi Lin,'335 Flatbush Ave',40.677786,-73.972591,4.5,233,11217
LjAt-SP7BwIpp56TZHVsWA,Japanese,Uotora,'1075 Bergen St',40.676369,-73.950486,4.5,78,11216
6tJB7AWwVzccgJdOMWUYkQ,Japanese,Samurai Sushi,'245 Paterson Ave',40.8339891469313,-74.0975059568882,4.5,207,07073
CV--FymQcb51hxcnkpCTng,Japanese,Sushi Ren,'1584 2nd Ave',40.7753299,-73.95339,3.5,128,10028
_Rht6oJmkku0kJob-fMzNw,Japanese,Sankaku Bar,'428 Greenwich St',40.72241,-74.00986,5.0,1,10013
frjMUU8VpT6Ou0y7TWEgYw,Japanese,Hana,'10-12 W 51st St',40.7595357525026,-73.9776032938552,4.0,2,10111
hHzngEBZs7iLE42Zv3MHXg,Japanese,Resobox  East Village,'91 E 3rd St',40.72482,-73.98779,4.5,2,10003
4RK8BaFsBkfpUDSEkQ54gA,Japanese,ANA Ramen,'457 W 50th St',40.76469,-73.99122,4.0,36,10019
B-lJd1eBLcLk1StNbgAe9w,Japanese,Sushi Katsuei,'210 7th Ave',40.6707147,-73.9785903,4.0,406,11215
oKtDrJA7uaRvbrgBhF4Q5Q,Japanese,Terakawa Ramen,'885C 9th Ave',40.76831,-73.98565,3.5,372,10019
ftWoJ47SUF50RTGxH42AHw,Japanese,Ozu Foods,'106 Hutton St',40.7449502,-74.0505063,4.5,113,07307
zdgJUdnxkRmmtb4qIk0ZHg,Japanese,Sushi Zo Hanare - Midtown,'127 E 39th St',40.74971,-73.97759,4.5,18,10016
C69uTzoWFaIWcpnYf2LbRw,Japanese,ROKC,'3452 Broadway',40.8235051,-73.9522425,4.5,373,10031
od-5v2v1HdGisEDAXotqeg,Japanese,Poke,'343 E 85th St',40.7766,-73.95057,4.0,453,10028
0vSAR3Ym2fuehBvHSZyqIQ,Japanese,Koi Restaurant,'40 W 40th St',40.752987,-73.983824,3.5,737,10018
OOZgZGmiKocoYRgUOupEcA,Japanese,karakatta,'230 Thompson St',40.72933,-73.99865,4.0,170,10012
PuiSQqVdC38FhwXtWOPJzw,Japanese,251 Ginza Sushi,'251 E 35th St',40.745938977155,-73.975854889858,4.0,215,10016
uK7BhMiook9Ij93l-5nEUA,Japanese,Hanabi,'1450 2nd Ave',40.771,-73.95636,3.5,96,10021
Dv28TvKBh_8i6W02uAaMKw,Japanese,Samurai Papa BS,'594 Lafayette Ave',40.6897563,-73.951087,4.0,144,11216
LkT2-XYjuCSmObs8rOLdzA,Japanese,Taro Sushi,'244 Flatbush Ave',40.6796449843722,-73.9743090899592,4.0,515,11217
P_RNungaIf6FZdzEWkoQ0g,Japanese,Sakura of Japan,'29 John St',40.70972,-74.00854,4.0,140,10038
oMDKIzPJWkh99UuUP_4ikg,Japanese,MI-NE Deli,'496 6th Ave',40.73623,-73.99723,4.0,5,10011
qikiQkcPe40utb7uKDJMHQ,Japanese,Cafe Zaiya,'1073 6th Ave',40.7537290614827,-73.9849401655457,3.5,169,10018
2f0EWTvp3YDtGNKEEXKKhA,Japanese,Naruto Ramen,'1596 3rd Ave',40.78117,-73.9525,3.5,892,10128
h3iF9MVyPyQuLNdfKxFXHA,Japanese,Kumade,'412 Bergen Blvd',40.84451,-73.98592,4.0,79,07650
4UXwPdVdaMJx1xWNNBlWNQ,Japanese,Katsune Donkatsu Cafe,'1400 Anderson Ave',40.84542,-73.97846,4.5,71,07024
Y9RuXSHc0QxdPmzUP9m87g,Japanese,Sushi Para Japanese,'1461 3rd Ave',40.776461,-73.9553339,3.5,192,10028
lIix5qMI4q5bfCTO4wxkgA,Japanese,Pink Nori,'36-06 30th Ave',40.764689,-73.917282,4.0,376,11103
RPW3omoLinml6iOjE_QGAA,Japanese,Sakura of Japan,'65 West 30th S',40.74725,-73.9893,3.5,8,10001
JDrfVWUn7teXAkmgurtQZg,Japanese,Toribei,'276 5th Ave',40.6745180177706,-73.9820596277137,4.5,30,11215
gDW2Bmr8NKu46bUXl-Htxg,Japanese,Totoya Japanese,'1144 1st Ave',40.7618330054498,-73.9604074075447,3.5,102,10065
KrAe4cbpoxi5jEldVRopSA,Japanese,Hwaban,'55 W 19th St',40.74024,-73.99385,4.5,104,10011
6J6u3doRNRrewj4_N_QgPA,Japanese,Yamashiro,'466 Myrtle Ave',40.69326,-73.9666,3.5,127,11205
s2ii7iNxb0-hGVxHf0yexw,Japanese,Menkoi Sato,'7 Cornelia St',40.7316536618558,-74.0017022376845,4.5,141,10014
K1h1-dbZLgfC4vZSeJfDMw,Japanese,Akariba,'77 N 6th St',40.7189722,-73.9608301,4.0,36,11249
k2p78r6NOhYYb_5QOORGcA,Japanese,Kome Waza,'40 Water St',40.70351,-74.01024,4.0,166,10004
eyrc1L7VnWK0TcF9cheR4w,Japanese,Okawa,'77-05 37th Ave',40.7494447,-73.8884602,3.5,153,11372
DPDznXYX5DBLBASKfxQ-DQ,Japanese,Totto Ramen Hell's Kitchen,'464 W 51st St',40.765055,-73.991001,4.0,1032,10019
_FAh31lob7Dnn4iGiLIwng,Japanese,MUI,'10 W 32nd St',40.74732,-73.98646,4.0,218,10001
xUD5j3fq3CExLfyV-GhHPA,Japanese,Tabata Ramen,'540 9th Ave',40.756877,-73.993382,3.5,588,10018
Bh0Rxd4Yi21luny0S95GaQ,Japanese,Ceetay,'129 Alexander Ave',40.807149,-73.927612,4.0,312,10454
cL8TLMCbs2B-vgy3SFtPGg,Japanese,Geido,'331 Flatbush Ave',40.67792,-73.97266,4.0,316,11217
8mTPjmfFcwcHxr2Ml0SQLQ,Japanese,Menya Jiro- Midtown,'156 E 45th St',40.7528870978914,-73.9736304403866,4.0,13,10017
_A9wLSvvbGNt_IcBaO9nCA,Japanese,Yakitori 39,'252-254 Degraw Ave',40.875175,-74.021293,4.0,165,07666
VR7vl4qSerSyEMpHc0Bp9w,Japanese,Go!Go!Curry,'231 Thompson St',40.7295,-73.999026,4.0,242,10012
njmOPpVZxIseG262NPfspA,Japanese,Miyabi Sushi & Asian Cusine,'118 W 3rd St',40.73046,-74.00037,4.0,364,10012
QW1czVOqwkNet53Km_BIyQ,Japanese,Tataki Japanese Restaurant,'3 Lispenard St',40.72067,-74.00486,3.5,153,10013
us2cegdaGlJRLbSLZsu54w,Japanese,Charlie's Place,'1960 Madison Ave',40.80622,-73.94061,4.0,118,10035
jRZ3SuJ--vimE47dna3J7Q,Japanese,Hannosuke,'595 River Rd',40.81627,-73.97983,3.5,117,07020
Ycz0lIQObftqCnJJvln2WQ,Japanese,HanaMichi,'28 W 32nd St',40.7477154132864,-73.9870278625656,3.0,431,10001
BCGZ-0WSLEuLviYJuUXWjg,Japanese,Sushi Fussion 47th NYC,'26 W 47th St',40.7567771106107,-73.9791343733668,4.0,10,10036
NCnOkzbyfzDltnBnJySfzw,Japanese,Amami Bar and Restaurant,'57 Nassau Ave',40.723548,-73.952194,4.0,133,11222
tvpkgdOyFFRGwwu8zyR36g,Japanese,Sasa Song,'201-07 Northern Blvd',40.75786,-73.78195,4.0,101,11361
7lv8jYYurEBFRglhPYALkw,Japanese,Tampopo Ramen,'1 Bennett Ave',40.850719,-73.936309,4.0,354,10033
